Transaction_ID,Date,Time,Sender_ID,Receiver_ID,Sender_Country,Receiver_Country,Payment_Method,Transaction_Amount,Transaction_Currency,Transaction_Velocity,Unusual_Time,Multiple_Currency_Conversions,Repeated_Failed_Attempts,Is_Fraudulent,Is_Known_Fraudster,Is_Sanctioned_Entity
9feff768-27ae-4c01-a2bd-1c5ef216a2d0,2024-05-18,00:30:44,ab3ec661-7455-4644-9196-d3898ee8b485,8d7c57b2-38d6-48db-a1b1-6728fefd459a,USA,USA,Skrill,77203.05,USD,3,False,False,0,False,False,False
700187e5-88c3-4a3b-826a-80475efbd8f4,2024-05-29,05:59:33,2050b63f-59f5-4592-b0f2-c26179149eab,7de5eaaa-f884-4897-9875-3b05e33bae75,India,Netherlands,PayPal,97844.0,INR,3,True,False,0,False,False,False
6c2230d5-ec58-4211-b981-df403ce0e7d9,2024-04-04,04:07:11,6f7e00a1-a413-4808-b650-eac00edbac87,90a1aa12-91d0-4674-8df3-8086ac96ea1b,Germany,Brazil,bank transfer,4562.38,EUR,2,False,False,0,False,False,False
215deae2-a469-419d-8484-e759ac82ecdc,2024-08-28,18:17:41,3a8050f3-f02d-4d4a-8398-816008e0dfe7,e718351d-972c-4314-a17b-25863f838571,France,Canada,Skrill,97527.94,EUR,1,False,False,2,False,False,False
54c5b403-c211-4cfb-91f5-516260183958,2024-06-12,20:37:59,3ebff96f-560b-4aca-98b7-1e761857952a,053cfc8f-7e7d-48c4-a772-a2431986cace,Japan,Japan,UPI,35278.52,JPY,2,False,False,0,False,False,False
f2f1c8fa-309c-4943-99f9-9b15729d5d6e,2023-11-02,09:51:41,20db4708-07a9-42e6-89f3-a58dcc851d7d,f099110e-bfa7-4341-a3da-f5be314ef4fd,India,USA,bank transfer,53916.06,INR,3,False,False,0,False,False,False
281edf0d-2c58-46b3-8064-b8107f09789d,2023-11-11,03:06:15,003baf41-7e67-4f65-9231-ba0b4c6bf2df,145aceef-f9de-46b2-9b50-91b78e46587b,Australia,France,bank transfer,38816.88,AUD,4,False,False,0,False,False,False
1a85a390-576e-4f4b-a0b1-6c581c4545af,2024-05-28,01:08:07,f95b2aac-1bb8-4970-8863-2af4f9b2e802,3390f4fa-95f4-4c08-9a39-8c08e54cc25e,Germany,Germany,UPI,52637.76,EUR,3,False,False,0,False,False,False
05884115-2501-4bf3-aadc-9801f0c03357,2023-10-22,06:05:54,d89b4a15-1524-4925-8314-52439f6c6e31,2e007b80-a7d8-472b-b555-1e72fbb0f129,Australia,Netherlands,UPI,160718.94,AUD,8,False,False,3,True,False,False
f24720ba-04b7-4e57-8493-73285456ba17,2024-02-19,03:05:41,027d6b28-999f-4ebc-9937-052225594cb9,d6b4b11c-5f69-48a3-ad29-f7ae9fe5c4ed,France,Japan,PayPal,43279.55,EUR,1,False,False,3,False,False,False
23aee835-2441-4157-b8c6-5b718b9ffc6d,2024-06-28,06:41:31,df67929a-d887-48d9-8f63-c10d62e6e59f,b4bf7fe9-ae82-4156-8b07-c0d6cd883c07,Brazil,Australia,UPI,96573.81,BRL,4,False,False,1,False,False,False
05dbc712-7f04-41fa-ad3b-18a39458f04d,2024-03-01,04:51:54,258e9db2-2acb-4a0e-9f28-c78178a8a8da,7bd393c7-17eb-4b7d-a8b5-7fb2721f024b,Netherlands,Canada,PayPal,61767.1,EUR,2,False,False,1,False,False,False
8989bb70-7095-4be4-b5e7-115f65d09f7c,2024-01-14,00:16:00,fe7992b1-387e-4aa4-8304-4d1280fc96de,a00bbaf7-acb4-4b0b-8265-fcd8d1d07ad0,Brazil,France,Skrill,70578.21,BRL,2,False,False,1,False,False,False
ea092738-3405-4359-94a4-aaa611384271,2024-05-16,12:53:09,57bb2742-abe1-4978-b1bf-2d352b8dcbee,89ba88f1-026b-4135-ad3d-c0b12d6bc34d,UK,Brazil,bank transfer,31272.13,GBP,4,True,False,1,False,False,False
ae9987a6-3a92-46b2-9a4a-e880b3739080,2024-05-08,08:03:36,4a467fc0-ecee-4c24-ac59-7a9c32b88f23,8249bc77-af2f-4f8c-93bb-49675fb7d309,France,Brazil,Skrill,83543.27,EUR,1,False,False,1,False,False,False
eb1ec770-f781-4fa0-82c1-36a02ee1e32e,2024-07-26,18:22:56,595e91d8-8516-4917-b7c9-4d44d3ff8fd1,70591653-1eb6-496e-b7fd-893f78a78ccf,Australia,Japan,PayPal,67790.06,AUD,2,False,False,0,False,False,False
e62b7ef3-c605-4abe-a3a3-af1a73d79542,2024-04-18,08:54:21,a38640d4-e357-4973-8bb8-88dc36a044e0,e28c0e45-36a9-4769-9c48-0161fb93ab8d,Brazil,UK,PayPal,18375.46,BRL,4,True,False,3,True,False,False
965f956a-33fb-4b72-a5fe-cba99ebe9e50,2023-11-18,12:05:16,b32ca9d5-1b51-48ae-b7c9-e8998dc45893,d52839ef-15a4-49ca-82f9-f0ed9c7d0e82,Australia,India,Payoneer,36524.06,AUD,1,False,False,0,False,False,False
4fe745b9-87ba-460c-ac98-0ee09117694f,2024-08-04,14:52:32,cf16df7a-ff77-4c2c-8291-e3c1167711da,45fbc47e-d775-41fe-b1ff-695d47dac9cd,France,USA,Skrill,31536.67,EUR,2,False,False,0,False,False,False
30b458ca-26e2-414d-b2c4-542c04a8c436,2024-05-25,05:29:33,05a6eee1-bee8-469d-b533-31d4eab571eb,aaf535a5-f265-42d1-a129-55fee552f7e6,France,UK,Payoneer,33062.9,EUR,2,True,False,2,False,False,False
ca46330f-9867-434e-b15b-fe96e2d4a4bf,2024-05-04,01:00:37,bbf3258e-7777-4c2b-8f52-478592539cb5,c03f6f90-ebb6-4ee7-b79c-13199e600e26,Japan,Netherlands,UPI,14194.27,JPY,2,False,False,1,False,False,False
c4adbb3c-ebba-4de8-915d-d6294fc31403,2024-07-25,12:21:13,a8d28563-7619-4591-ad06-1124f26def82,61abd6e6-71ae-4b70-afbb-0b3f3253df16,France,Netherlands,Payoneer,95791.83,EUR,2,False,True,1,False,False,False
c12365a9-450c-4f5c-843c-8be00279b160,2024-09-07,12:40:27,9cb958ed-3a94-49d5-ad2d-f8c0ccc1b57f,c5c5c446-f500-4d95-8435-267d91bd61e6,UK,France,Payoneer,5148.06,GBP,3,True,False,0,False,False,False
e6bfb768-11e8-4e3d-bd5f-c96cfcaa8ef3,2024-05-26,11:07:03,061aacad-f49e-43fd-b149-b92280ae6a9b,37372a2b-9cad-47d2-a7e6-1066e42cb70f,Germany,Australia,bank transfer,52126.85,EUR,1,False,False,1,False,False,False
6f09dd45-f86c-4787-8c87-7595bb3ef184,2023-12-08,07:53:57,2f2acc29-f6d4-4b83-be21-7690b3c45c3b,285dbbdd-c947-4db7-a5ca-5e217fa54f02,Canada,Canada,Skrill,30745.71,CAD,2,False,False,0,False,False,False
3c918019-789f-4bd2-9b2d-41141a6b0656,2024-07-08,10:25:31,2fb6291d-cd27-48db-9555-f8896822a60f,66ccbe99-0699-448c-9399-474469318beb,France,Germany,UPI,41573.0,EUR,4,False,False,1,False,False,False
a643a017-1ac5-4c18-8f4d-a70b71cda6a2,2023-12-07,23:29:04,faca6c22-713f-4b22-a410-49e51c6efafc,863711ba-e900-49d5-92b4-87187c600f50,UK,Brazil,Cryptocurrency,98777.81,GBP,3,False,False,2,False,False,False
fa2bd8c5-5619-4c93-99be-1a3d3af00fda,2023-11-05,14:56:02,2ae1143c-b006-4682-b558-8b1a470003f7,82d88af8-6e18-4d7e-b26d-a8146cf006ca,France,Germany,Payoneer,3505.84,EUR,2,False,False,2,False,False,False
2ea698e1-9c82-4a6e-954c-83f6e3221aa8,2023-10-26,03:54:56,c9b64208-5b97-4007-b410-c9da328d942e,a21abd13-c403-45bb-86a5-d13d7cd75548,Germany,France,Skrill,43006.02,EUR,2,True,False,2,False,False,False
b2b540e4-8d37-43eb-91dc-60a149f4ae35,2023-12-12,13:47:49,6a450e58-3b8a-4075-be1d-944c36188427,8ee581e3-0b09-4d58-a7ae-a86883d97086,Brazil,Brazil,UPI,131076.8,BRL,2,True,False,3,True,False,False
aa4e5396-ba77-4583-92d9-c353ec524491,2023-12-31,12:08:30,efe6b95a-cb69-461c-8919-3bda3ce64c2b,241b12a1-d1a1-4b47-8faa-45b00148d07a,Brazil,Australia,PayPal,33289.57,BRL,4,False,False,1,False,False,False
7d3926e1-5d49-4a5a-8fb4-ee9d6dd8310e,2023-11-15,11:50:40,510219db-831b-472a-802b-c01e0325010d,72384469-83df-4d3a-9693-48debf537ab4,Japan,Netherlands,Skrill,36389.85,JPY,3,False,False,0,False,False,False
952b5615-6a21-4004-96b8-9a537f9794e5,2024-06-05,16:01:40,c221c35b-9449-437b-af40-1158539a22ba,6361f739-224f-4579-aef6-a8bd35b66569,Netherlands,France,UPI,24457.48,EUR,2,False,False,1,False,False,False
f938e95f-496d-421b-b1d5-7dc751dadde3,2023-12-01,16:13:44,a20de162-e463-458a-85c9-de8f4f9c8b12,b12af55b-8239-4fd3-82f5-6c3c70ae89b8,Brazil,Netherlands,PayPal,93400.16,BRL,2,True,False,0,False,False,False
9e207c39-1ebf-4255-ad78-a99d0f4f5a30,2024-09-23,14:35:35,fba18f1a-c387-44b2-8597-b77804843922,de75a7e0-9af7-4a5b-b7c4-72834d02f3a4,Netherlands,USA,UPI,19109.16,EUR,3,False,False,1,False,False,False
2c1446a8-eba9-410d-ac5c-a56533b8a1e2,2023-12-10,07:07:37,a293866f-d182-4a41-9331-bccd20554c22,19da4027-c7fa-4bb3-9021-f14ab5fc9582,Netherlands,Germany,Payoneer,1940.47,EUR,2,True,False,1,False,False,False
cd31da90-cf8b-4575-a764-79ef17217fa1,2024-04-13,19:32:49,76395f9b-6ccf-4314-9054-a73f804c7934,cd2b53bb-3562-4455-a7be-f33a0c44f777,Japan,Canada,Cryptocurrency,26.63,JPY,1,False,False,1,False,False,False
90d947fa-ac1c-4ad1-a2ec-be2f8f5e0932,2024-02-20,15:38:20,606c1d74-746e-4b9a-94bf-49b0eec62cd3,4c766de1-0a7f-48d6-9e18-09c4cbb985ae,India,France,Skrill,29652.63,INR,4,False,False,1,False,False,False
9ba1e607-6578-48df-92df-5c7a6f61f659,2024-06-23,22:26:55,6d6d6939-f035-4f7b-84d2-cc6df52a2769,6ec416f3-07c7-4f88-b9bc-9d2769338dbd,Japan,Brazil,UPI,29192.96,JPY,2,False,False,0,False,False,False
b52057e3-906f-49c5-b22c-fe279c6e7b44,2024-02-07,03:41:15,7c7f62f0-eb04-475d-8dd3-032acb314511,85e19569-ecd5-41c0-a5c4-c2c1b0efaeca,Canada,Canada,Cryptocurrency,19177.11,CAD,4,False,False,0,False,False,False
0194c712-1343-4ab9-8876-c5a39dd3e0fa,2023-11-17,05:15:40,09e6dfa3-0f93-4643-9cfe-89196014c190,1a51dbb0-3cb0-4ccd-9072-2978f4bce1be,USA,Japan,PayPal,43016.05,USD,2,False,False,0,False,False,False
7b5e2985-16a9-473d-ad82-a8496b42164a,2024-04-11,09:01:08,cc8b2812-24e6-43e4-8cb8-923209202e21,fc776fed-dc91-403d-8791-50b49aa0cc20,Netherlands,Australia,PayPal,64674.82,EUR,4,False,False,0,False,False,False
40fa0e7e-839d-459e-a923-84898a8521ac,2024-09-11,08:36:27,2c3e85f3-169d-44e7-9d11-582d077d03d5,2c5e3dd0-aafa-4e59-bc54-2c9d789ac404,UK,Netherlands,Cryptocurrency,31681.06,GBP,4,False,False,2,False,False,False
93b4c796-ea6d-4435-b559-4ea5614020f6,2024-01-27,12:19:36,5b56995b-08f2-4e71-a290-29f4a28ffeca,a609c249-1a5e-4b36-9af7-3691630d7143,Australia,Netherlands,bank transfer,2935.92,AUD,2,False,False,1,False,False,False
91f4ca3c-e897-4a16-b2c7-19214033068f,2024-08-22,11:34:48,e07f9aa0-78e1-43a0-a15e-9eb17751c586,42da9857-e67d-4a1b-8797-0a198ad94b07,France,France,Skrill,10657.0,EUR,3,True,False,2,False,False,False
0d242e1c-ed8c-4a0e-b212-6bce28d5a836,2023-10-22,19:02:00,438ca03d-e537-48b9-803d-3ca9c9b06989,a63d2235-d004-4152-9d3a-83aabe562ce9,Brazil,Japan,bank transfer,34430.04,BRL,3,True,True,0,False,False,False
a8c53af3-2a2d-4335-ba0a-3c24f58f6ebb,2023-11-26,16:23:07,b9c8080d-c132-4bac-a00b-d0b8eb11dfb4,c6a70d30-7042-44e1-bb69-bd0053d5be5f,UK,USA,Skrill,96711.05,GBP,2,False,False,1,False,False,False
24cfadd5-ec61-4758-8361-4428b3514b54,2024-05-30,20:57:16,05327095-acf3-4dd0-b50b-c170f4c9ab5e,64e07735-9b9c-45dd-baf3-ecbc521a113a,Brazil,Netherlands,bank transfer,16690.66,BRL,3,False,False,1,False,False,False
09b62be8-06aa-425b-b22c-f0ee73b166b2,2024-07-21,21:51:16,1526aaf2-209a-4484-9328-77c7eac5f995,44420803-7fce-42e9-8651-76f70a50553e,Netherlands,Netherlands,Skrill,3814.77,EUR,3,False,False,1,False,False,False
19ff4430-829c-4853-b7ca-041528ccc916,2024-08-05,05:36:33,2ba2e3ed-8b6e-43c1-8dcc-1861855ab6ee,54458c2e-674a-43d8-8efd-a5fd8f49ebe5,Netherlands,France,UPI,176898.74,EUR,8,True,True,3,False,True,False
ba2070e8-431c-4569-831a-d494b8f988fb,2024-07-10,16:48:25,a842d126-bd8d-429f-abcc-f86b9400b8e5,ee1c84e8-3c9b-46e3-b036-b41f3742ee73,Germany,Germany,Payoneer,72129.09,EUR,3,False,False,1,False,False,False
8b18b236-0e5a-4158-94fd-dc9496a9d980,2024-08-03,16:13:25,8e292113-0767-4e67-bf6b-789d0ad3b4b3,7c5b7f7d-cd24-471e-9ad1-f4ca02a53f81,France,UK,Cryptocurrency,3051.34,EUR,2,False,False,0,False,False,False
c0ef2d67-35d8-4abd-b233-7d7badc8ec6c,2024-05-24,23:34:50,62480c9d-46d8-4d2f-8188-e9cf01ab33f1,664eb296-5619-410f-9d22-05facc2b1424,Japan,India,PayPal,35599.02,JPY,4,False,False,2,False,False,False
def2b1f2-6cbf-42a0-bd97-667e7dea72c0,2023-11-30,09:56:51,f52befd0-5abf-4bac-826e-46864abd0abf,caac4909-d7cf-461d-976d-bbb3605b6038,Brazil,Netherlands,Cryptocurrency,3746.6,BRL,4,False,False,0,False,False,False
c9e38dcd-a6b3-4940-8092-c95370db86fa,2024-04-05,22:38:21,8addf0d2-c74f-48cb-9019-2c5044728227,e2604bad-d57c-4e17-bb3b-37ade4213ecc,Australia,Brazil,bank transfer,29079.39,AUD,2,False,False,1,False,False,False
08390962-7166-4e76-9257-83b3428775c7,2024-01-08,21:43:01,d867a62e-745f-4fdd-b1d1-c047f063612c,a18635e4-f5fd-4dd2-809b-cfac40a972c1,USA,Netherlands,Cryptocurrency,17812.1,USD,3,False,False,2,False,False,False
af09bb06-5281-4192-813d-e4d37b1a357e,2024-06-21,20:41:44,99a4d05f-fb2a-43c6-afd3-4e2d7926cbd2,6f51b165-a4c8-4b18-b116-8f9230aadf6b,UK,UK,PayPal,54838.42,GBP,1,True,False,0,False,False,False
c482b55f-b51d-47e1-b8d8-52d84fffb338,2024-04-08,00:42:47,72eabf44-898f-4c05-ba28-8588527a1ca3,122d77fa-569f-44fb-bce1-1ffc535fa0c8,USA,USA,Payoneer,34863.34,USD,1,False,False,0,False,False,False
c3b33c22-12c9-47c1-85d2-1a67d02a3259,2023-12-30,03:03:39,7a9f9ae8-c62a-4721-92b6-c7945f5e4350,e8d0a970-fe01-4348-8704-53c907eea555,Japan,France,UPI,81990.86,JPY,2,False,False,0,False,False,False
b4250bea-5f63-496d-bee8-c166e09896f0,2024-08-01,05:50:52,8deadb3d-645c-447b-b3e9-0cba2f72f2e2,610d9f63-ce0d-4002-a465-f1c75bf5b7bc,Brazil,UK,UPI,63088.87,BRL,2,True,False,1,False,False,False
7a097578-a256-46d6-8aa8-5a4ef49c237e,2024-10-05,13:56:34,1fd130d5-b6c5-43d0-a78d-42a112bcd7b1,accce181-ef97-4d0a-928c-856eaf694af2,Germany,Japan,Payoneer,91428.05,EUR,3,False,False,1,False,False,False
dc035680-96dd-4954-b867-e18314346bb1,2024-08-07,08:54:54,63c8ae00-7ca3-478a-93c6-47ede3853452,a23dceb8-439b-4a3b-a144-ceec23cbb332,Japan,Japan,bank transfer,38522.95,JPY,4,False,False,1,False,False,False
2ec98378-e137-42a5-b6a6-ecd4998392ba,2023-11-21,11:27:22,d0cf9cb3-17b2-4370-b0a1-0abf97997e8b,c93d6967-3adf-40e0-b2eb-2da1e44a8641,India,Brazil,Skrill,21317.99,INR,3,True,False,2,False,False,False
266dee50-2529-475b-a9c9-1e914b30e5df,2024-02-23,08:39:31,d70fe74c-7f38-43ce-b8b2-ad1bf7b36c38,76e30a91-8915-43c2-85fe-296f27a2d6fa,UK,Canada,Cryptocurrency,66182.31,GBP,3,True,False,1,False,False,False
3b529362-0110-4693-a3a3-4fcd5e65b1a0,2024-07-25,06:14:05,67e7e23b-d93a-4135-9622-4118aa427127,bc219e88-42fd-4721-b81c-5856dceeabac,Japan,UK,Skrill,2362.12,JPY,3,False,False,0,False,False,False
422f5dbe-c510-4e09-bffa-a8382abb4646,2024-02-07,14:21:59,5ac9321a-b733-4020-abbc-4d00b7e9492f,05e4512c-5db3-4efc-9176-26ddec49e2e2,France,Canada,Cryptocurrency,87014.97,EUR,3,True,False,1,False,False,False
02c9131f-ece8-4c4b-a8a2-09be1eb77bb2,2024-06-04,06:14:28,6ab80f46-2b18-4a23-ba22-60acadbb12db,196d5ef8-0c77-4090-8fef-dfd1b1000371,USA,Germany,Payoneer,34950.28,USD,2,False,False,2,False,False,False
60c78fef-b5c9-40dc-9351-2e77d22100e9,2024-01-14,05:39:50,2bcedab2-8752-48a7-85cf-29bbe44ce890,44693540-2cd3-4798-a4bc-92095ab2587d,Japan,Germany,UPI,22940.77,JPY,2,False,False,1,False,False,False
2c5cfc40-9684-4a80-8786-71f6168fe3e7,2024-08-06,00:12:39,66ff9272-a119-47f7-8bca-08c665f4555f,51f7f646-b418-44b1-97b0-577f3ebef1cd,Australia,India,Skrill,53844.07,AUD,9,True,False,0,True,False,False
c77021a5-d37b-4fa1-913e-3d862d20956c,2024-06-19,09:04:12,b34f6f09-48e6-4ea3-98de-80467b1152a8,f61a41ff-f078-4033-b388-4e7a37d25662,Netherlands,Germany,Payoneer,64183.21,EUR,2,False,False,0,False,False,False
2baa23c9-7c92-4741-8387-ac88edf782f6,2024-04-12,10:27:43,ae7a877a-bcf8-4cc3-b216-51c797221dcb,5ce1711a-3076-4dd9-b085-77d1a8b141ee,Australia,Germany,Skrill,81189.15,AUD,1,False,False,0,False,False,False
7ab548db-f183-4dae-8db3-424a64a39849,2024-03-03,14:52:24,715e278a-dbfc-4d14-9bfe-4fb3d17ac88f,72ad80a5-ddad-437e-94a5-03059824bd85,France,UK,Cryptocurrency,74948.14,EUR,2,True,False,0,False,False,False
96ac8c77-cfdd-42f1-9743-623a556afad1,2024-03-08,23:08:12,4a8e364d-f68b-4147-82de-80e1ee605c94,adb25acb-9e70-4116-8010-f84eba854f07,Japan,France,Skrill,55473.72,JPY,3,False,False,2,False,False,False
ce9ebbcd-db54-46a9-8893-cbb1ccaf2e4b,2024-07-11,02:37:04,a306fadc-9505-434b-a328-c5e1930a6256,a6a7c78c-8862-490f-8e31-a110c9d7aefe,Brazil,Germany,bank transfer,50519.8,BRL,2,False,False,1,False,False,False
0fbc5922-bf0a-4e53-95d9-3e744a6dd2cf,2024-06-05,15:15:04,b525713e-5b6c-4c59-863d-a0739f8a06d2,dff76e3c-a974-45fe-be57-abf501135333,France,India,bank transfer,29676.65,EUR,2,True,True,0,False,False,False
f2cb07aa-78e0-489b-bae7-2238074a6811,2024-08-10,21:24:53,80fbf3b2-526f-4f0f-b9e2-7a78ff0bc8c1,7a5d88b9-9e1a-4573-94f4-ca029c6074d2,Brazil,Japan,Skrill,8789.75,BRL,4,False,False,0,False,False,False
33e16912-77b7-4486-8318-a19f74c7d3c1,2024-01-15,08:02:37,c6522f39-0d66-4e58-a51a-513aef599fe2,4dd6af68-2d03-49c6-bcb5-663459800843,Netherlands,Netherlands,bank transfer,93555.78,EUR,3,False,False,1,False,False,False
1314a86d-f12c-4d39-b87d-67ea9d597d81,2024-03-17,20:21:16,63a01c34-b6db-4dd1-8c09-a209ec05a946,d12a65db-2e06-4393-b20f-37fc411ed216,UK,Germany,Cryptocurrency,9428.06,GBP,2,False,False,0,False,False,False
858514a2-5d52-4f5b-be17-49dff79ad782,2024-06-14,22:33:51,19c75b05-874d-4df5-b678-67088a95cb2c,8355dba4-48aa-44bd-81c7-a5dcbced6b6c,UK,Netherlands,bank transfer,60051.25,GBP,2,False,False,1,False,False,False
3ebe0af3-7b7c-4016-b6fe-228a684edd94,2023-12-04,19:49:45,e12ded04-a6be-4bd1-ae59-fc3ad0d5c42e,e32e3285-3906-4ca1-ad47-ecedf8a8422f,Netherlands,Germany,Skrill,86253.04,EUR,2,False,False,0,False,False,False
b7a9491a-fc87-4d3c-8700-e4f70d45108e,2023-12-23,01:06:05,7bb8e3af-8ef2-4426-bdb0-94f65c8124e9,59bd1014-a371-49d4-b7b8-edc5a9422f18,Germany,USA,Payoneer,63294.72,EUR,3,False,False,0,False,False,False
dcec0c81-62e8-4fd2-b30e-7c2c9c52e90b,2024-07-18,01:24:48,5d3d2c33-a4f6-404a-a96c-7f48e4f66e30,3d76cd3b-2b13-458a-a4da-87ecd643e889,India,USA,Payoneer,23753.97,INR,3,False,False,2,False,False,False
3789f8e6-dfe1-4593-81ba-a012977c8ca1,2024-08-07,05:50:46,6811b394-64f1-4161-b59f-0058eb4b589f,e9cdb1d4-cd20-4571-a90a-8e522b51aabb,Australia,Brazil,UPI,66096.94,AUD,5,False,False,0,False,False,False
3763a575-6e87-44d3-9d88-739b9e0444c6,2024-05-13,01:18:59,16a1a87d-4bda-4016-9781-c4319e229ea6,ead1f148-59c7-4626-b9d0-ec147b3fd9db,France,Germany,bank transfer,26357.56,EUR,3,False,False,1,False,False,False
f3595684-a182-4103-b5e5-7a5f96c41c7a,2024-05-17,01:03:06,ce72d278-9aee-4f0d-a6c2-e51a5d3cd94c,35c76655-74bc-4761-939f-456bcb139128,Brazil,USA,PayPal,25274.1,BRL,2,False,True,0,False,False,False
bfaf229f-3392-42fa-969f-bf1079bde1ec,2024-03-13,02:08:06,85a71ec8-cb16-42a8-8c68-be29040d4fbb,a98d8dd9-e2c0-44db-a6ab-6caaea8cb38c,Germany,Germany,bank transfer,32654.1,EUR,3,False,False,2,False,False,False
760af491-e1fc-4a0f-92cf-1d76b8203c97,2024-05-25,01:29:45,fa5a6031-0ebb-411c-89dc-201ef3bb724a,7c3d0346-325e-4993-ae41-fd359e1dca8a,Brazil,Germany,Cryptocurrency,115074.15,BRL,7,True,False,5,False,True,False
1a26e13b-6297-47e0-93a5-38051de58e0f,2023-12-28,16:09:10,f0c07b22-d2a3-4c16-b9d7-d49616d90dca,0305fa45-44f3-4810-add6-e1a39d958f52,Canada,Canada,UPI,91316.03,CAD,2,False,False,1,False,False,False
e2f30dfb-1552-44db-b9a4-ba5b1de0fae0,2024-08-04,01:21:13,9f71f877-f89a-4f97-9efe-c347ae481547,2b3ca892-ef02-46c9-bfb3-16e9c1a310d3,Japan,France,UPI,92344.07,JPY,2,True,False,3,False,False,False
df989350-b95a-4a24-8180-6e29e8917a83,2024-07-23,06:58:33,e44f34f8-0658-4ebc-ba1d-eb89f1a6eaee,2f1c2e01-9da1-466b-b92a-9c45a944e29a,USA,USA,Payoneer,77900.27,USD,2,False,False,0,False,False,False
a5320228-cb26-4dd1-bade-b35b01daf427,2024-06-13,00:23:27,2513a371-9294-43c8-8046-73fe6cdbf546,7a99ba79-37b3-435a-893a-2c5b79be2572,France,Brazil,PayPal,30920.28,EUR,3,False,True,0,False,False,False
f5caa14e-ba46-4338-9237-e503c0726e5e,2024-06-25,21:22:13,95e51576-1164-4a7d-9b72-f37ed4fc8c3c,cf2971e6-d25b-496f-9b7f-8c1a483f2ec5,Japan,Australia,PayPal,2706.45,JPY,3,False,False,1,False,False,False
2dc3dbfb-4c43-4239-9d12-31c1b0a5dea5,2024-01-13,12:56:21,eb300dbe-3a64-4b3f-859c-6d0281a4d4d6,27643b1a-045d-4d06-b2c9-c10566ea2e74,Germany,Japan,PayPal,71369.58,EUR,3,True,False,0,False,False,False
b6d23054-d081-4547-bab5-7013f3a4faef,2024-04-26,16:52:09,7b217811-3411-491f-9a14-a72437374743,99386ce9-916e-4faf-b53f-7e6546b6175d,USA,Brazil,Payoneer,34953.84,USD,5,False,False,0,False,False,False
1b581d70-3afc-483e-a869-2d5f74ad6831,2024-04-29,13:03:17,65ba61a4-2f73-4454-86a9-6e9614bba378,15657439-78cb-4cc1-a9d2-5ab8cdde0b3d,India,UK,PayPal,126666.01,INR,9,True,True,3,True,False,False
