Transaction_ID,Date,Time,Sender_ID,Receiver_ID,Sender_Country,Receiver_Country,Payment_Method,Transaction_Amount,Transaction_Currency,Transaction_Velocity,Unusual_Time,Multiple_Currency_Conversions,Repeated_Failed_Attempts,Is_Fraudulent,Is_Known_Fraudster,Is_Sanctioned_Entity,Suspicion_Score,Is_Suspicious,Suspicion_Reasons,Comparison
53b298fd-c4ce-4be3-b4a6-8882b2219bb1,2024-10-04,16:04:59,1a20d6ba-78f1-4c74-8570-235a6c5fd710,a04903ee-a5fd-4c1c-bca9-2004c1cfe1b5,France,USA,Payoneer,104909.25,EUR,4,True,False,3,True,False,False,0.5257002500233606,True,"High Transaction Amount ($104909.25, 1.9x average), Unusual Transaction Time, Cross-border Transaction (France to USA)","{'current_amount': 104909.25, 'avg_amount': 54349.425513, 'amount_diff_percent': 93.02733931365373, 'current_velocity': 4, 'avg_velocity': 2.9513, 'velocity_diff_percent': 35.53349371463424}"
ac98b191-1a29-4549-a342-0a2b2bf5e665,2023-11-26,03:36:00,b9cf1bb0-da14-47f1-9e11-aa4fafa5e84b,ab6af6a5-0982-4ca4-92fa-8c90e9a6a41d,Brazil,Canada,Payoneer,9650.41,BRL,11,True,False,0,True,False,False,0.5683137599356997,True,"High Transaction Velocity (11.00, 3.7x average), Unusual Transaction Time, Cross-border Transaction (Brazil to Canada)","{'current_amount': 9650.41, 'avg_amount': 54349.425513, 'amount_diff_percent': -82.24376815594549, 'current_velocity': 11, 'avg_velocity': 2.9513, 'velocity_diff_percent': 272.71710771524414}"
1e20179e-5c91-478c-acf7-4b655279faab,2024-04-09,00:17:58,c141f769-9b3e-4535-b74a-34bf5d06e36a,6e7b045d-ce8b-4414-8c75-3a912c43f038,Canada,USA,Cryptocurrency,161844.91,CAD,9,True,False,2,False,True,False,0.6142523554896377,True,"High Transaction Amount ($161844.91, 3.0x average), High Transaction Velocity (9.00, 3.0x average), Unusual Transaction Time, Cross-border Transaction (Canada to USA), Known Fraudster Involved","{'current_amount': 161844.91, 'avg_amount': 54349.425513, 'amount_diff_percent': 197.78587072882277, 'current_velocity': 9, 'avg_velocity': 2.9513, 'velocity_diff_percent': 204.95036085792702}"
f892f6ec-cc0c-44e7-b3c0-2ca09cfe92a0,2024-10-17,12:45:47,c8a0ec4d-0394-4256-a588-8661f6e52bc3,5ef13359-8c90-4805-9626-09883a3fe343,USA,Australia,bank transfer,129240.16,USD,9,True,False,1,True,False,False,0.8207949755037344,True,"High Transaction Amount ($129240.16, 2.4x average), High Transaction Velocity (9.00, 3.0x average), Unusual Transaction Time, Cross-border Transaction (USA to Australia)","{'current_amount': 129240.16, 'avg_amount': 54349.425513, 'amount_diff_percent': 137.79489622955936, 'current_velocity': 9, 'avg_velocity': 2.9513, 'velocity_diff_percent': 204.95036085792702}"
4187acae-7f65-4418-8e75-42550d6d2b28,2023-12-05,17:18:29,c01c05d3-4cb8-4873-b63d-84e3ae85c61c,ed4e4d40-490d-4ee5-84bc-94659e6ec9f3,UK,Germany,Payoneer,134563.4,GBP,11,True,True,2,True,False,False,0.8056527410740704,True,"High Transaction Amount ($134563.40, 2.5x average), High Transaction Velocity (11.00, 3.7x average), Unusual Transaction Time, Multiple Currency Conversions, Cross-border Transaction (UK to Germany)","{'current_amount': 134563.4, 'avg_amount': 54349.425513, 'amount_diff_percent': 147.58936958370126, 'current_velocity': 11, 'avg_velocity': 2.9513, 'velocity_diff_percent': 272.71710771524414}"
36df85c3-73db-4eda-89b2-287291944a1b,2023-11-17,10:58:35,3834dbf7-565d-4f5e-ba39-9449b59b7e34,2607575b-21a2-4a01-916e-73d48560d1e5,USA,Canada,Skrill,26663.99,USD,8,True,False,0,True,False,False,0.6235669325863514,True,"High Transaction Velocity (8.00, 2.7x average), Unusual Transaction Time, Cross-border Transaction (USA to Canada)","{'current_amount': 26663.99, 'avg_amount': 54349.425513, 'amount_diff_percent': -50.93970221705073, 'current_velocity': 8, 'avg_velocity': 2.9513, 'velocity_diff_percent': 171.06698742926847}"
83fa6bff-c0d4-4ed3-9a52-b7600b0d4106,2024-08-26,01:52:16,2d392714-2e03-4428-8690-6060c888370d,b054d4d7-29b0-456b-b17d-0919ac1ed857,Germany,UK,Cryptocurrency,70268.75,EUR,5,False,True,4,True,False,False,0.531791662688939,True,"High Transaction Velocity (5.00, 1.7x average), Multiple Currency Conversions, Cross-border Transaction (Germany to UK)","{'current_amount': 70268.75, 'avg_amount': 54349.425513, 'amount_diff_percent': 29.290695047350972, 'current_velocity': 5, 'avg_velocity': 2.9513, 'velocity_diff_percent': 69.41686714329279}"
ae94b2fe-5215-4dfa-a458-d6852bb3cc25,2024-08-11,15:23:32,67362057-c54c-447d-8b15-f2007374036d,8035993e-e0ba-4c58-b5d4-4c5d24df4565,France,France,Skrill,44963.21,EUR,8,True,False,7,True,False,False,0.7804825395047321,True,"High Transaction Velocity (8.00, 2.7x average), Unusual Transaction Time","{'current_amount': 44963.21, 'avg_amount': 54349.425513, 'amount_diff_percent': -17.27012829372941, 'current_velocity': 8, 'avg_velocity': 2.9513, 'velocity_diff_percent': 171.06698742926847}"
4442f4fb-d064-4798-b244-e948827b1778,2024-02-12,15:59:32,b421b2e2-2569-4a53-a738-25b2f2cda4f5,1591230f-4fec-4969-8d41-4663f70e9d69,Netherlands,UK,Skrill,191764.6,EUR,11,True,True,4,True,False,False,0.7569854333971981,True,"High Transaction Amount ($191764.60, 3.5x average), High Transaction Velocity (11.00, 3.7x average), Unusual Transaction Time, Multiple Currency Conversions, Cross-border Transaction (Netherlands to UK)","{'current_amount': 191764.6, 'avg_amount': 54349.425513, 'amount_diff_percent': 252.83648022025784, 'current_velocity': 11, 'avg_velocity': 2.9513, 'velocity_diff_percent': 272.71710771524414}"
8e77078a-ace9-496a-aace-b84f779d07a8,2024-08-11,11:59:52,bfb1e3cb-eaf1-4f33-b31f-543c2a0282ed,f1edf8cb-2e9a-4411-89ac-573199ed7877,India,France,Payoneer,51208.08,INR,12,False,True,2,True,False,False,0.5179497818038794,True,"High Transaction Velocity (12.00, 4.1x average), Multiple Currency Conversions, Cross-border Transaction (India to France)","{'current_amount': 51208.08, 'avg_amount': 54349.425513, 'amount_diff_percent': -5.779905644538252, 'current_velocity': 12, 'avg_velocity': 2.9513, 'velocity_diff_percent': 306.6004811439027}"
72cbddc8-af7f-424f-9bbf-4dbfa70156ea,2024-09-04,09:28:59,8c243126-d279-4488-acdc-003dc8c6d65f,8456b632-a61a-4d97-a825-2ce1bd71a89e,Australia,Canada,UPI,124691.25,AUD,15,True,False,4,True,False,False,0.705439162583302,True,"High Transaction Amount ($124691.25, 2.3x average), High Transaction Velocity (15.00, 5.1x average), Unusual Transaction Time, Cross-border Transaction (Australia to Canada)","{'current_amount': 124691.25, 'avg_amount': 54349.425513, 'amount_diff_percent': 129.4251481465517, 'current_velocity': 15, 'avg_velocity': 2.9513, 'velocity_diff_percent': 408.2506014298784}"
4e534ee6-27b6-422c-838e-da688687def7,2024-04-26,04:17:15,86ef2b48-5847-48ba-8954-2b61c40cd665,fc9743c8-0935-4abf-88c5-55ef7471384b,Japan,UK,PayPal,58856.08,JPY,6,True,False,5,True,False,False,0.7473246263943968,True,"High Transaction Velocity (6.00, 2.0x average), Unusual Transaction Time, Cross-border Transaction (Japan to UK)","{'current_amount': 58856.08, 'avg_amount': 54349.425513, 'amount_diff_percent': 8.292000227163468, 'current_velocity': 6, 'avg_velocity': 2.9513, 'velocity_diff_percent': 103.30024057195135}"
28aea8cf-b81a-4085-90ca-7f30b70ba292,2024-06-25,21:31:01,d1e354c0-609d-49dd-b3d0-74de0ad566df,25ee5038-f606-4a41-9d6f-1b7ebcc546ab,Australia,USA,Skrill,79927.53,AUD,13,True,False,0,True,False,False,0.6919360445029047,True,"High Transaction Velocity (13.00, 4.4x average), Unusual Transaction Time, Cross-border Transaction (Australia to USA)","{'current_amount': 79927.53, 'avg_amount': 54349.425513, 'amount_diff_percent': 47.06232723818193, 'current_velocity': 13, 'avg_velocity': 2.9513, 'velocity_diff_percent': 340.48385457256126}"
04ee10fb-47fd-4399-989a-93f6a0f3965d,2023-12-19,06:56:32,efc0e8ab-4cef-48e4-b422-054e217546f2,9856e3c2-842e-4204-9b6a-cfc9fd3dbd9d,Japan,Canada,Skrill,154636.35,JPY,5,True,False,4,True,False,False,0.7577440619852873,True,"High Transaction Amount ($154636.35, 2.8x average), High Transaction Velocity (5.00, 1.7x average), Unusual Transaction Time, Cross-border Transaction (Japan to Canada)","{'current_amount': 154636.35, 'avg_amount': 54349.425513, 'amount_diff_percent': 184.52251066207145, 'current_velocity': 5, 'avg_velocity': 2.9513, 'velocity_diff_percent': 69.41686714329279}"
f7038f9c-c114-4ad8-88d3-c2e083328ed7,2024-07-26,19:52:15,02bb4c9f-852e-4a1c-9d72-5d3d69cbd6e3,1aed0b2f-2a0d-458c-8fb0-c0126491ea72,Brazil,Brazil,Skrill,169350.8,BRL,2,True,True,3,True,False,False,0.688026181156099,True,"High Transaction Amount ($169350.80, 3.1x average), Unusual Transaction Time, Multiple Currency Conversions","{'current_amount': 169350.8, 'avg_amount': 54349.425513, 'amount_diff_percent': 211.5963018955784, 'current_velocity': 2, 'avg_velocity': 2.9513, 'velocity_diff_percent': -32.233253142682884}"
fd329711-0994-4d80-ae3e-2b77cd613ef0,2024-06-27,09:04:16,eaeedbc2-89dd-4f71-9d1e-39c19f398b73,87aeb05e-6b9d-41f2-9bfb-7cf9b81f4a80,USA,UK,Payoneer,156440.9,USD,7,True,False,6,True,False,False,0.8512196668187622,True,"High Transaction Amount ($156440.90, 2.9x average), High Transaction Velocity (7.00, 2.4x average), Unusual Transaction Time, Cross-border Transaction (USA to UK)","{'current_amount': 156440.9, 'avg_amount': 54349.425513, 'amount_diff_percent': 187.8427849482612, 'current_velocity': 7, 'avg_velocity': 2.9513, 'velocity_diff_percent': 137.1836140006099}"
697366b2-713a-489c-a6e4-4e3fa13735b6,2024-10-06,23:47:13,1c9df9fc-7290-49db-9449-a4fb7c8631ae,b84c47aa-d870-42f0-aec9-85ef459a7f36,USA,Netherlands,UPI,134779.44,USD,7,True,False,4,True,False,False,0.7857041591704643,True,"High Transaction Amount ($134779.44, 2.5x average), High Transaction Velocity (7.00, 2.4x average), Unusual Transaction Time, Cross-border Transaction (USA to Netherlands)","{'current_amount': 134779.44, 'avg_amount': 54349.425513, 'amount_diff_percent': 147.98687148544323, 'current_velocity': 7, 'avg_velocity': 2.9513, 'velocity_diff_percent': 137.1836140006099}"
f7d3444a-a068-42d8-97a3-52076c180dc7,2024-10-07,01:31:07,9d8e453c-e2b3-47c8-9ec1-e3b77fb256b4,273e9ca2-7e2d-4836-8686-0b4f3b6acea8,Brazil,UK,Skrill,191386.02,BRL,5,True,True,0,True,False,False,0.651212152299778,True,"High Transaction Amount ($191386.02, 3.5x average), High Transaction Velocity (5.00, 1.7x average), Unusual Transaction Time, Multiple Currency Conversions, Cross-border Transaction (Brazil to UK)","{'current_amount': 191386.02, 'avg_amount': 54349.425513, 'amount_diff_percent': 252.13991351982514, 'current_velocity': 5, 'avg_velocity': 2.9513, 'velocity_diff_percent': 69.41686714329279}"
638e5a90-7d34-4324-8b13-c9ec73e3d7c5,2024-06-03,02:57:20,2f0680e5-61ae-4584-b207-344596856f86,e3a8c1b8-75f1-4863-a22f-6fe162a956d5,Germany,USA,Cryptocurrency,46986.24,EUR,9,False,True,6,True,False,False,0.7857988273051393,True,"High Transaction Velocity (9.00, 3.0x average), Multiple Currency Conversions, Cross-border Transaction (Germany to USA)","{'current_amount': 46986.24, 'avg_amount': 54349.425513, 'amount_diff_percent': -13.547862637920213, 'current_velocity': 9, 'avg_velocity': 2.9513, 'velocity_diff_percent': 204.95036085792702}"
8be94971-afd2-4470-b268-6b5b51fc7448,2024-06-08,00:37:39,0e4dc5b3-36b3-49d8-b33e-f95acab5b2ea,e4c2fa57-c4f0-4639-bb87-b4854d621aa8,UK,Japan,Skrill,34669.54,GBP,3,False,True,4,False,False,False,0.5300235507127286,True,"Multiple Currency Conversions, Cross-border Transaction (UK to Japan)","{'current_amount': 34669.54, 'avg_amount': 54349.425513, 'amount_diff_percent': -36.20992370617186, 'current_velocity': 3, 'avg_velocity': 2.9513, 'velocity_diff_percent': 1.6501202859756783}"
1693707e-4810-4b3f-8fab-f443175a0140,2024-10-06,13:59:53,e5de6f3c-b269-4cad-9f73-041fce114ff3,743d1420-9eda-4a62-923f-94dde23a2ff7,USA,Canada,Skrill,31640.7,USD,15,True,False,0,True,False,False,0.6324432146376335,True,"High Transaction Velocity (15.00, 5.1x average), Unusual Transaction Time, Cross-border Transaction (USA to Canada)","{'current_amount': 31640.7, 'avg_amount': 54349.425513, 'amount_diff_percent': -41.78282529880327, 'current_velocity': 15, 'avg_velocity': 2.9513, 'velocity_diff_percent': 408.2506014298784}"
9afca205-36cf-48d9-a36d-d526c254a771,2023-11-18,13:38:51,e8cc3bc3-e697-4eef-8dce-41a186cb1750,313be68f-9f3f-43fa-9470-3f88b926853f,USA,India,Payoneer,85452.45,USD,6,True,False,3,True,False,False,0.5448397862492217,True,"High Transaction Amount ($85452.45, 1.6x average), High Transaction Velocity (6.00, 2.0x average), Unusual Transaction Time, Cross-border Transaction (USA to India)","{'current_amount': 85452.45, 'avg_amount': 54349.425513, 'amount_diff_percent': 57.227880871639336, 'current_velocity': 6, 'avg_velocity': 2.9513, 'velocity_diff_percent': 103.30024057195135}"
3ed2389e-0fed-438a-8a7a-7729b76f0803,2024-01-28,14:01:43,a0d2b971-8bd0-4740-83ad-3499830b05d8,73c352fa-4eb3-4f03-8d88-1e3f4c287c90,Canada,France,Payoneer,171986.41,CAD,13,True,False,0,False,False,True,0.5310880437852445,True,"High Transaction Amount ($171986.41, 3.2x average), High Transaction Velocity (13.00, 4.4x average), Unusual Transaction Time, Cross-border Transaction (Canada to France)","{'current_amount': 171986.41, 'avg_amount': 54349.425513, 'amount_diff_percent': 216.4456815810538, 'current_velocity': 13, 'avg_velocity': 2.9513, 'velocity_diff_percent': 340.48385457256126}"
03003b94-762c-4dd9-b7ae-9584a640ca27,2024-03-03,11:56:01,dc5bc9cf-e7f1-4176-a9f8-c4b51577a6b7,bde03b6f-7c65-482c-a5f0-93418f9c8145,Germany,Germany,Payoneer,196460.38,EUR,7,True,True,1,True,False,False,0.7289066529439515,True,"High Transaction Amount ($196460.38, 3.6x average), High Transaction Velocity (7.00, 2.4x average), Unusual Transaction Time, Multiple Currency Conversions","{'current_amount': 196460.38, 'avg_amount': 54349.425513, 'amount_diff_percent': 261.47646115046433, 'current_velocity': 7, 'avg_velocity': 2.9513, 'velocity_diff_percent': 137.1836140006099}"
50271367-4f71-4261-a4d8-fe3d58412247,2024-01-27,12:49:12,37258e82-8f8b-40f7-aece-58529c073717,0e9d9eff-a146-4505-a185-f3f2e155dc43,Australia,UK,Skrill,47931.4,AUD,14,False,False,2,True,False,False,0.623163192984498,True,"High Transaction Velocity (14.00, 4.7x average), Cross-border Transaction (Australia to UK)","{'current_amount': 47931.4, 'avg_amount': 54349.425513, 'amount_diff_percent': -11.808819416986944, 'current_velocity': 14, 'avg_velocity': 2.9513, 'velocity_diff_percent': 374.3672280012198}"
2a72aec3-ab15-4089-a2ab-d0e75c39541a,2024-03-31,14:31:47,4e5e2f1a-3e58-4aad-8d1f-d90074c853cc,6b623d8b-0829-4a65-b089-3d45165e5662,Australia,Canada,PayPal,165326.12,AUD,11,True,False,2,True,False,False,0.7620451218950497,True,"High Transaction Amount ($165326.12, 3.0x average), High Transaction Velocity (11.00, 3.7x average), Unusual Transaction Time, Cross-border Transaction (Australia to Canada)","{'current_amount': 165326.12, 'avg_amount': 54349.425513, 'amount_diff_percent': 204.1911086262635, 'current_velocity': 11, 'avg_velocity': 2.9513, 'velocity_diff_percent': 272.71710771524414}"
2e08470e-5ac5-4ab7-95d9-90381867b598,2024-10-10,02:42:06,a926c8be-35ac-43b4-8ed4-4a0273ae1188,0753ddea-6ef7-4e1b-95e3-cd68350afe5b,India,Netherlands,bank transfer,177805.39,INR,6,False,False,1,True,False,False,0.6531565142377928,True,"High Transaction Amount ($177805.39, 3.3x average), High Transaction Velocity (6.00, 2.0x average), Cross-border Transaction (India to Netherlands)","{'current_amount': 177805.39, 'avg_amount': 54349.425513, 'amount_diff_percent': 227.15228969158142, 'current_velocity': 6, 'avg_velocity': 2.9513, 'velocity_diff_percent': 103.30024057195135}"
927d065b-bc23-435d-ac9f-fa00242cf6b8,2024-01-31,19:01:19,fc2a9cd9-bbe1-4ffc-806f-4d84fcc3b777,67013445-ac1b-40f0-a7a0-532df62b5793,Brazil,France,UPI,33891.99,BRL,11,True,False,2,True,False,False,0.6558056864384118,True,"High Transaction Velocity (11.00, 3.7x average), Unusual Transaction Time, Cross-border Transaction (Brazil to France)","{'current_amount': 33891.99, 'avg_amount': 54349.425513, 'amount_diff_percent': -37.640573602947704, 'current_velocity': 11, 'avg_velocity': 2.9513, 'velocity_diff_percent': 272.71710771524414}"
